customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered,sentiment_label
16570,male,46-60,central,home & kitchen,online,meesho,4,great value for money.,positive,43,yes,no,1
16571,female,18-25,west,electronics,online,facebook marketplace,2,late delivery and poor packaging.,negative,37,yes,yes,0
16572,male,36-45,east,books,online,nykaa,4,"amazing experience, highly recommend!",positive,28,yes,no,1
16573,male,46-60,north,groceries,online,jiomart,2,late delivery and poor packaging.,negative,31,yes,yes,0
16574,female,26-35,south,books,online,flipkart,4,excellent product! exceeded expectations.,positive,56,no,no,1
16575,female,36-45,south,sports,online,ajio,1,customer service was unhelpful.,negative,31,yes,yes,0
16576,other,26-35,west,books,online,zepto,4,great value for money.,positive,21,yes,no,1
16578,female,60+,west,fashion,online,others,4,fast delivery and great packaging.,positive,34,yes,no,1
16579,other,36-45,central,fashion,online,myntra,5,excellent product! exceeded expectations.,positive,24,yes,no,1
16580,male,26-35,north,fashion,online,tata cliq,5,"amazing experience, highly recommend!",positive,26,yes,no,1
16582,other,46-60,east,travel,online,amazon,4,very satisfied with the quality.,positive,61,no,no,1
16583,other,18-25,north,electronics,online,swiggy instamart,1,customer service was unhelpful.,negative,63,no,yes,0
16584,other,36-45,west,books,online,ajio,1,customer service was unhelpful.,negative,31,yes,yes,0
16585,male,26-35,central,groceries,online,flipkart,2,customer service was unhelpful.,negative,37,yes,yes,0
16586,female,60+,east,books,online,boat,2,customer service was unhelpful.,negative,17,yes,yes,0
16588,male,46-60,south,books,online,boat,2,product stopped working after few days.,negative,62,no,yes,0
16590,other,18-25,west,electronics,online,shopclues,4,fast delivery and great packaging.,positive,66,no,no,1
16592,female,26-35,west,beauty,online,others,1,late delivery and poor packaging.,negative,27,yes,yes,0
16594,other,46-60,north,fashion,online,amazon,5,excellent product! exceeded expectations.,positive,63,no,no,1
16595,male,26-35,south,beauty,online,swiggy instamart,4,very satisfied with the quality.,positive,23,yes,no,1
16596,male,18-25,south,groceries,online,others,1,not worth the price.,negative,35,yes,yes,0
16597,other,26-35,west,fashion,online,paytm mall,5,excellent product! exceeded expectations.,positive,56,no,no,1
16598,male,36-45,west,fashion,online,zepto,5,excellent product! exceeded expectations.,positive,53,no,no,1
16599,male,26-35,east,beauty,online,snapdeal,4,excellent product! exceeded expectations.,positive,23,yes,no,1
16600,female,26-35,south,beauty,online,swiggy instamart,5,very satisfied with the quality.,positive,20,yes,no,1
16602,other,18-25,central,automobile,online,croma,5,great value for money.,positive,12,yes,no,1
16603,male,46-60,central,sports,online,reliance digital,1,very disappointed with the quality.,negative,34,yes,yes,0
16604,female,60+,north,books,online,boat,1,customer service was unhelpful.,negative,37,yes,yes,0
16608,female,46-60,central,travel,online,paytm mall,4,very satisfied with the quality.,positive,1,yes,no,1
16609,other,18-25,east,travel,online,amazon,4,very satisfied with the quality.,positive,71,no,no,1
16610,other,26-35,south,fashion,online,ajio,5,very satisfied with the quality.,positive,4,yes,no,1
16611,other,46-60,central,fashion,online,ajio,2,late delivery and poor packaging.,negative,1,yes,yes,0
16613,female,60+,north,fashion,online,snapdeal,4,very satisfied with the quality.,positive,44,yes,no,1
16614,other,46-60,north,beauty,online,others,2,product stopped working after few days.,negative,25,yes,yes,0
16616,other,60+,west,electronics,online,flipkart,2,late delivery and poor packaging.,negative,3,yes,yes,0
16617,female,26-35,central,books,online,paytm mall,2,late delivery and poor packaging.,negative,44,yes,yes,0
16620,other,18-25,central,electronics,online,amazon,4,fast delivery and great packaging.,positive,9,yes,no,1
16621,other,26-35,central,fashion,online,boat,1,not worth the price.,negative,66,no,yes,0
16622,other,46-60,east,sports,online,reliance digital,5,very satisfied with the quality.,positive,11,yes,no,1
16623,male,60+,west,groceries,online,myntra,2,product stopped working after few days.,negative,6,yes,yes,0
16625,male,18-25,central,electronics,online,croma,4,very satisfied with the quality.,positive,4,yes,no,1
16626,male,18-25,central,beauty,online,flipkart,5,"amazing experience, highly recommend!",positive,6,yes,no,1
16627,male,60+,central,fashion,online,boat,1,customer service was unhelpful.,negative,44,yes,yes,0
16628,male,26-35,south,automobile,online,nykaa,4,"amazing experience, highly recommend!",positive,33,yes,no,1
16632,female,60+,north,electronics,online,snapdeal,1,not worth the price.,negative,70,no,yes,0
16633,female,36-45,west,home & kitchen,online,bigbasket,1,customer service was unhelpful.,negative,56,no,yes,0
16635,male,36-45,east,home & kitchen,online,bigbasket,4,very satisfied with the quality.,positive,40,yes,no,1
16636,other,60+,central,travel,online,meesho,2,product stopped working after few days.,negative,33,yes,yes,0
16637,other,36-45,south,electronics,online,boat,4,very satisfied with the quality.,positive,25,yes,no,1
16638,male,46-60,east,groceries,online,bigbasket,1,very disappointed with the quality.,negative,50,no,yes,0
16639,other,60+,central,groceries,online,boat,4,fast delivery and great packaging.,positive,36,yes,no,1
16640,female,60+,south,fashion,online,croma,5,fast delivery and great packaging.,positive,67,no,no,1
16641,other,36-45,central,travel,online,croma,1,customer service was unhelpful.,negative,41,yes,yes,0
16642,male,36-45,central,home & kitchen,online,tata cliq,1,very disappointed with the quality.,negative,23,yes,yes,0
16643,male,36-45,west,travel,online,amazon,4,excellent product! exceeded expectations.,positive,67,no,no,1
16644,female,18-25,north,sports,online,croma,5,great value for money.,positive,46,yes,no,1
16645,other,26-35,central,beauty,online,snapdeal,4,excellent product! exceeded expectations.,positive,52,no,no,1
16646,male,46-60,east,travel,online,shopclues,1,very disappointed with the quality.,negative,19,yes,yes,0
16647,other,18-25,south,electronics,online,snapdeal,1,very disappointed with the quality.,negative,16,yes,yes,0
16648,other,46-60,east,books,online,shopclues,1,customer service was unhelpful.,negative,45,yes,yes,0
16649,female,36-45,east,books,online,flipkart,1,customer service was unhelpful.,negative,20,yes,yes,0
16650,other,36-45,south,books,online,reliance digital,4,"amazing experience, highly recommend!",positive,7,yes,no,1
16651,other,60+,west,sports,online,paytm mall,2,very disappointed with the quality.,negative,30,yes,yes,0
16652,male,26-35,north,groceries,online,myntra,5,excellent product! exceeded expectations.,positive,21,yes,no,1
16653,other,46-60,west,fashion,online,boat,1,customer service was unhelpful.,negative,66,no,yes,0
16654,other,46-60,south,sports,online,boat,1,not worth the price.,negative,32,yes,yes,0
16655,male,60+,west,groceries,online,amazon,5,fast delivery and great packaging.,positive,27,yes,no,1
16656,female,60+,central,groceries,online,jiomart,2,product stopped working after few days.,negative,5,yes,yes,0
16657,female,36-45,east,travel,online,reliance digital,4,very satisfied with the quality.,positive,46,yes,no,1
16659,other,46-60,south,fashion,online,others,4,excellent product! exceeded expectations.,positive,51,no,no,1
16660,female,60+,central,beauty,online,zepto,5,"amazing experience, highly recommend!",positive,8,yes,no,1
16661,male,26-35,east,travel,online,flipkart,1,very disappointed with the quality.,negative,50,no,yes,0
16663,male,36-45,north,beauty,online,zepto,1,late delivery and poor packaging.,negative,67,no,yes,0
16665,other,26-35,west,automobile,online,croma,5,fast delivery and great packaging.,positive,22,yes,no,1
16666,male,18-25,east,automobile,online,snapdeal,2,not worth the price.,negative,42,yes,yes,0
16668,female,36-45,west,beauty,online,facebook marketplace,1,late delivery and poor packaging.,negative,59,no,yes,0
16669,male,46-60,west,sports,online,myntra,1,very disappointed with the quality.,negative,5,yes,yes,0
16670,male,18-25,central,beauty,online,nykaa,1,late delivery and poor packaging.,negative,25,yes,yes,0
16671,male,36-45,central,beauty,online,facebook marketplace,2,not worth the price.,negative,36,yes,yes,0
16672,other,46-60,south,books,online,ajio,4,"amazing experience, highly recommend!",positive,8,yes,no,1
16673,male,46-60,south,sports,online,meesho,1,very disappointed with the quality.,negative,42,yes,yes,0
16674,other,46-60,central,home & kitchen,online,myntra,5,"amazing experience, highly recommend!",positive,12,yes,no,1
16675,female,18-25,north,sports,online,reliance digital,4,excellent product! exceeded expectations.,positive,11,yes,no,1
16676,male,36-45,central,groceries,online,nykaa,1,product stopped working after few days.,negative,49,no,yes,0
16679,female,46-60,north,sports,online,shopclues,5,very satisfied with the quality.,positive,69,no,no,1
16680,other,60+,central,automobile,online,reliance digital,4,very satisfied with the quality.,positive,32,yes,no,1
16681,female,18-25,east,fashion,online,amazon,5,great value for money.,positive,50,no,no,1
16682,male,36-45,central,travel,online,shopclues,2,customer service was unhelpful.,negative,22,yes,yes,0
16683,male,46-60,north,automobile,online,paytm mall,1,very disappointed with the quality.,negative,37,yes,yes,0
16684,female,18-25,north,books,online,shopclues,2,late delivery and poor packaging.,negative,63,no,yes,0
16685,female,46-60,east,automobile,online,reliance digital,5,fast delivery and great packaging.,positive,22,yes,no,1
16686,other,26-35,north,automobile,online,myntra,5,"amazing experience, highly recommend!",positive,29,yes,no,1
16688,female,46-60,west,home & kitchen,online,lenskart,2,customer service was unhelpful.,negative,10,yes,yes,0
16690,other,36-45,west,beauty,online,others,2,late delivery and poor packaging.,negative,19,yes,yes,0
16691,male,26-35,north,groceries,online,reliance digital,1,customer service was unhelpful.,negative,42,yes,yes,0
16692,female,46-60,south,groceries,online,zepto,1,product stopped working after few days.,negative,56,no,yes,0
16693,male,46-60,north,beauty,online,boat,5,excellent product! exceeded expectations.,positive,27,yes,no,1
16694,female,46-60,east,groceries,online,zepto,4,"amazing experience, highly recommend!",positive,62,no,no,1
16695,other,46-60,south,sports,online,others,4,"amazing experience, highly recommend!",positive,64,no,no,1
16697,male,18-25,north,sports,online,lenskart,2,not worth the price.,negative,41,yes,yes,0
16698,male,18-25,east,groceries,online,reliance digital,5,great value for money.,positive,70,no,no,1
16699,male,60+,west,travel,online,reliance digital,5,"amazing experience, highly recommend!",positive,53,no,no,1
16701,other,36-45,west,electronics,online,lenskart,5,fast delivery and great packaging.,positive,47,yes,no,1
16702,other,26-35,south,groceries,online,shopclues,2,late delivery and poor packaging.,negative,35,yes,yes,0
16703,female,60+,central,beauty,online,shopclues,1,customer service was unhelpful.,negative,14,yes,yes,0
16704,other,60+,central,books,online,amazon,1,product stopped working after few days.,negative,47,yes,yes,0
16705,other,36-45,east,sports,online,snapdeal,2,customer service was unhelpful.,negative,71,no,yes,0
16706,other,46-60,north,beauty,online,facebook marketplace,5,excellent product! exceeded expectations.,positive,70,no,no,1
16707,other,36-45,south,home & kitchen,online,others,1,product stopped working after few days.,negative,48,no,yes,0
16708,male,46-60,west,electronics,online,ajio,4,fast delivery and great packaging.,positive,68,no,no,1
16709,female,60+,south,groceries,online,snapdeal,1,late delivery and poor packaging.,negative,29,yes,yes,0
16711,female,18-25,central,books,online,bigbasket,5,"amazing experience, highly recommend!",positive,45,yes,no,1
16714,other,18-25,central,electronics,online,meesho,1,not worth the price.,negative,37,yes,yes,0
16715,other,26-35,south,automobile,online,amazon,5,very satisfied with the quality.,positive,63,no,no,1
16718,other,18-25,east,automobile,online,swiggy instamart,1,customer service was unhelpful.,negative,5,yes,yes,0
16719,male,46-60,west,travel,online,flipkart,1,not worth the price.,negative,55,no,yes,0
16720,male,18-25,north,electronics,online,paytm mall,4,great value for money.,positive,71,no,no,1
16721,other,60+,east,books,online,tata cliq,5,great value for money.,positive,37,yes,no,1
16722,male,26-35,south,fashion,online,croma,5,"amazing experience, highly recommend!",positive,67,no,no,1
16724,other,46-60,east,fashion,online,flipkart,5,excellent product! exceeded expectations.,positive,45,yes,no,1
16725,female,26-35,north,sports,online,nykaa,4,"amazing experience, highly recommend!",positive,59,no,no,1
16726,female,18-25,north,books,online,snapdeal,1,not worth the price.,negative,50,no,yes,0
16729,female,36-45,east,beauty,online,croma,4,fast delivery and great packaging.,positive,3,yes,no,1
16730,female,18-25,south,sports,online,amazon,4,great value for money.,positive,57,no,no,1
16731,other,46-60,south,automobile,online,jiomart,2,late delivery and poor packaging.,negative,1,yes,yes,0
16733,other,60+,east,electronics,online,paytm mall,1,customer service was unhelpful.,negative,11,yes,yes,0
16734,male,26-35,east,books,online,bigbasket,4,"amazing experience, highly recommend!",positive,18,yes,no,1
